-,-,-

-7.597632,5.707951,2.777957
-7.614990,5.473312,2.613350
-7.591646,5.686402,2.816864
-7.629356,5.619961,2.704333
-7.656890,5.621158,2.630110
-7.708966,5.608588,2.749824
-7.632947,5.625947,2.626519
-7.729916,5.587638,2.615745
-7.546754,5.724112,2.576838
-7.213949,5.666649,2.474482
-7.172050,5.663058,2.509798
-6.636929,5.980299,3.331633
-8.187222,5.694183,3.339414
-7.583865,5.915055,3.271776
-6.924841,5.799532,3.464515
-6.574678,5.921640,2.868341
-6.401692,6.031776,2.973090
-6.378946,7.116383,2.324242
-6.826675,6.437606,2.532544
-8.251269,5.700768,2.569655
-8.025609,4.476695,2.787534
-7.781392,3.975693,2.246428
-5.351204,5.236278,2.163825
-5.520000,5.916252,1.966298
-5.895303,4.654470,2.997632
-5.324268,7.239089,3.831438
-4.514405,6.208953,4.116955
-3.369941,4.865764,4.625738
-3.080833,5.074066,4.158256
-4.118751,6.258035,3.412440
-3.983474,7.748471,2.962915
-2.909043,7.591048,3.456135
-3.782355,8.159688,4.608380
-3.788939,8.543370,3.541132
-3.302303,8.508055,4.055901
-2.318855,7.489291,3.470501
-1.535927,7.102616,4.134313
1.034326,8.654106,2.744437
1.552687,5.646298,4.476096
2.365543,10.144542,3.547118
2.240442,6.365778,2.753415
-0.416005,9.372987,5.414652
-1.095979,6.702173,6.030579
4.145088,4.850202,13.181081
11.213585,4.468315,19.611504
9.353832,1.079219,16.575563
3.286142,9.115004,9.372987
-3.331633,-4.440781,-0.183162
5.808510,-9.557346,0.588393
2.927000,-6.925439,7.047547
2.940767,-3.958933,6.559115
1.999817,-9.336474,4.732882
1.929785,-6.241874,4.793338
0.469876,-7.481510,5.819284
-0.652439,-5.751047,4.213325
-1.526948,-8.369187,0.875107
-0.186753,-11.721770,6.987690
-1.054079,-9.177255,2.499622
-2.249421,-10.952609,2.406246
-3.826051,-9.252674,2.840208
-4.714327,-8.889343,3.724294
-2.423604,-7.018217,6.234691
-1.862745,-6.792557,5.791152
-3.536942,-9.416084,5.748653
-3.271177,-6.590241,5.671438
-3.595003,-5.839037,6.585452
-3.150865,-5.151880,7.136135
-4.060091,-4.938790,7.395914
-5.403878,-3.869746,7.759245
-4.131321,-3.468107,8.662486
-3.511802,-4.660455,7.694001
-3.337020,-3.932596,8.110605
-4.414444,-4.625140,8.118985
-3.283149,-3.174808,8.800156
-1.783136,-2.757605,9.729135
-0.736239,-2.179388,9.563930
-1.132491,-3.332830,9.354431
-0.592583,-2.455927,9.475342
-0.933767,-2.636096,9.794978
-0.948731,-2.300898,9.113806
-1.252804,-2.400859,9.463969
-0.653637,-1.391672,9.545973
-1.115133,-1.551490,9.051555
-1.622719,-2.898868,10.027222
-1.492830,-1.553285,9.789590
-1.536525,-1.690357,9.624984
-1.459909,-2.233858,9.390944
-1.626909,-2.467898,9.319714
-1.450331,-2.634899,9.431646
-1.137879,-1.464697,9.061731
-1.955523,-2.526558,9.436435
-1.528145,-1.974079,8.950996
-0.909824,-1.825035,8.931842
-1.010383,-2.232062,9.319714
-1.444944,-2.745036,9.475342
-1.309668,-2.329030,9.759063
-0.945738,-2.379909,9.343657
